file_id,file_path,detection_id,detection_start_s,detection_end_s,presence_label,species_name,detection_probability,recorder_id,date_time,processed_at,segment_idx,embedding_file,audio_file,utm_x,utm_y,station_name,Elevation,habitat_type,location_situation,path,basename,filename_stem,start_s,end_s,class,species_display,FinalLabelEffective,species_name_original,presence_label_original,validation_state,validation_label,validation_species,validated_by,validated_at,validation_method,user_changed,user_changed_by,user_changed_at,validation_state_effective
CCMNP-S-R1_20250515_045602,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_045602.wav,CCMNP-S-R1_20250515_045602:20.000-30.000,20,30.0,present,1,0.833871603,CCMNP-S-R1,20250515_045602,2025-08-16T01:27:57,2,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R1_20250515_045602.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_045602.wav,CCMNP-S-R1_20250515_045602,ccmnp-s-r1_20250515_045602,20,30.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R1_20250515_045802,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_045802.wav,CCMNP-S-R1_20250515_045802:40.000-50.000,40,50.0,present,1,0.671204507,CCMNP-S-R1,20250515_045802,2025-08-16T01:27:58,4,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R1_20250515_045802.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_045802.wav,CCMNP-S-R1_20250515_045802,ccmnp-s-r1_20250515_045802,40,50.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R1_20250515_045902,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_045902.wav,CCMNP-S-R1_20250515_045902:10.000-20.000,10,20.0,present,1,0.653290272,CCMNP-S-R1,20250515_045902,2025-08-16T01:27:59,1,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R1_20250515_045902.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_045902.wav,CCMNP-S-R1_20250515_045902,ccmnp-s-r1_20250515_045902,10,20.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R1_20250515_050302,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_050302.wav,CCMNP-S-R1_20250515_050302:50.000-58.000,50,58.0,present,1,0.940928936,CCMNP-S-R1,20250515_050302,2025-08-16T01:31:43,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R1_20250515_050302.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_050302.wav,CCMNP-S-R1_20250515_050302,ccmnp-s-r1_20250515_050302,50,58.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R1_20250515_050402,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_050402.wav,CCMNP-S-R1_20250515_050402:30.000-40.000,30,40.0,present,1,0.87197417,CCMNP-S-R1,20250515_050402,2025-08-16T01:31:43,3,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R1_20250515_050402.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_050402.wav,CCMNP-S-R1_20250515_050402,ccmnp-s-r1_20250515_050402,30,40.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R1_20250515_050502,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_050502.wav,CCMNP-S-R1_20250515_050502:10.000-20.000,10,20.0,present,1,0.749985635,CCMNP-S-R1,20250515_050502,2025-08-16T01:31:44,1,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R1_20250515_050502.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_050502.wav,CCMNP-S-R1_20250515_050502,ccmnp-s-r1_20250515_050502,10,20.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R1_20250515_050502,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_050502.wav,CCMNP-S-R1_20250515_050502:40.000-50.000,40,50.0,present,1,0.980963111,CCMNP-S-R1,20250515_050502,2025-08-16T01:31:44,4,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R1_20250515_050502.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_050502.wav,CCMNP-S-R1_20250515_050502,ccmnp-s-r1_20250515_050502,40,50.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R1_20250515_050502,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_050502.wav,CCMNP-S-R1_20250515_050502:50.000-58.000,50,58.0,present,1,0.825405836,CCMNP-S-R1,20250515_050502,2025-08-16T01:31:44,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R1_20250515_050502.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_050502.wav,CCMNP-S-R1_20250515_050502,ccmnp-s-r1_20250515_050502,50,58.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R1_20250515_050602,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_050602.wav,CCMNP-S-R1_20250515_050602:10.000-20.000,10,20.0,present,1,0.992478967,CCMNP-S-R1,20250515_050602,2025-08-16T01:31:45,1,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R1_20250515_050602.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_050602.wav,CCMNP-S-R1_20250515_050602,ccmnp-s-r1_20250515_050602,10,20.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R1_20250515_050602,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_050602.wav,CCMNP-S-R1_20250515_050602:20.000-30.000,20,30.0,present,1,0.804720163,CCMNP-S-R1,20250515_050602,2025-08-16T01:31:45,2,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R1_20250515_050602.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_050602.wav,CCMNP-S-R1_20250515_050602,ccmnp-s-r1_20250515_050602,20,30.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R1_20250515_050702,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_050702.wav,CCMNP-S-R1_20250515_050702:0.000-10.000,0,10.0,present,1,0.976058722,CCMNP-S-R1,20250515_050702,2025-08-16T01:31:46,0,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R1_20250515_050702.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_050702.wav,CCMNP-S-R1_20250515_050702,ccmnp-s-r1_20250515_050702,0,10.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R1_20250515_050702,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_050702.wav,CCMNP-S-R1_20250515_050702:50.000-58.000,50,58.0,present,1,0.997876048,CCMNP-S-R1,20250515_050702,2025-08-16T01:31:46,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R1_20250515_050702.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_050702.wav,CCMNP-S-R1_20250515_050702,ccmnp-s-r1_20250515_050702,50,58.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R1_20250515_060402,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_060402.wav,CCMNP-S-R1_20250515_060402:10.000-20.000,10,20.0,present,1,0.735805869,CCMNP-S-R1,20250515_060402,2025-08-16T01:48:02,1,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R1_20250515_060402.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_060402.wav,CCMNP-S-R1_20250515_060402,ccmnp-s-r1_20250515_060402,10,20.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R1_20250515_060602,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_060602.wav,CCMNP-S-R1_20250515_060602:50.000-58.000,50,58.0,present,1,0.764284372,CCMNP-S-R1,20250515_060602,2025-08-16T01:48:02,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R1_20250515_060602.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_060602.wav,CCMNP-S-R1_20250515_060602,ccmnp-s-r1_20250515_060602,50,58.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R1_20250515_060702,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_060702.wav,CCMNP-S-R1_20250515_060702:50.000-58.000,50,58.0,present,1,0.947562754,CCMNP-S-R1,20250515_060702,2025-08-16T01:48:40,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R1_20250515_060702.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_060702.wav,CCMNP-S-R1_20250515_060702,ccmnp-s-r1_20250515_060702,50,58.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R1_20250515_063302,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_063302.wav,CCMNP-S-R1_20250515_063302:50.000-58.000,50,58.0,present,1,0.981348813,CCMNP-S-R1,20250515_063302,2025-08-16T01:49:54,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R1_20250515_063302.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_063302.wav,CCMNP-S-R1_20250515_063302,ccmnp-s-r1_20250515_063302,50,58.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R1_20250515_063902,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_063902.wav,CCMNP-S-R1_20250515_063902:50.000-58.000,50,58.0,present,1,0.887996137,CCMNP-S-R1,20250515_063902,2025-08-16T01:51:30,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R1_20250515_063902.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_063902.wav,CCMNP-S-R1_20250515_063902,ccmnp-s-r1_20250515_063902,50,58.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R1_20250515_064402,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_064402.wav,CCMNP-S-R1_20250515_064402:50.000-58.000,50,58.0,present,1,0.781410933,CCMNP-S-R1,20250515_064402,2025-08-16T01:51:33,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R1_20250515_064402.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_064402.wav,CCMNP-S-R1_20250515_064402,ccmnp-s-r1_20250515_064402,50,58.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R1_20250515_065102,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_065102.wav,CCMNP-S-R1_20250515_065102:50.000-58.000,50,58.0,present,1,0.921561658,CCMNP-S-R1,20250515_065102,2025-08-16T01:51:38,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R1_20250515_065102.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_065102.wav,CCMNP-S-R1_20250515_065102,ccmnp-s-r1_20250515_065102,50,58.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R1_20250515_071102,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_071102.wav,CCMNP-S-R1_20250515_071102:50.000-58.000,50,58.0,present,1,0.735806406,CCMNP-S-R1,20250515_071102,2025-08-16T01:54:54,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R1_20250515_071102.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_071102.wav,CCMNP-S-R1_20250515_071102,ccmnp-s-r1_20250515_071102,50,58.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R1_20250515_071402,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_071402.wav,CCMNP-S-R1_20250515_071402:50.000-58.000,50,58.0,present,1,0.911086142,CCMNP-S-R1,20250515_071402,2025-08-16T01:54:57,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R1_20250515_071402.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_071402.wav,CCMNP-S-R1_20250515_071402,ccmnp-s-r1_20250515_071402,50,58.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R1_20250515_074302,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_074302.wav,CCMNP-S-R1_20250515_074302:50.000-58.000,50,58.0,present,1,0.772814333,CCMNP-S-R1,20250515_074302,2025-08-16T02:02:03,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R1_20250515_074302.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_074302.wav,CCMNP-S-R1_20250515_074302,ccmnp-s-r1_20250515_074302,50,58.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R1_20250515_074402,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_074402.wav,CCMNP-S-R1_20250515_074402:50.000-58.000,50,58.0,present,1,0.887783468,CCMNP-S-R1,20250515_074402,2025-08-16T02:02:03,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R1_20250515_074402.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_074402.wav,CCMNP-S-R1_20250515_074402,ccmnp-s-r1_20250515_074402,50,58.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R1_20250515_074602,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_074602.wav,CCMNP-S-R1_20250515_074602:50.000-58.000,50,58.0,present,1,0.688270867,CCMNP-S-R1,20250515_074602,2025-08-16T02:02:03,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R1_20250515_074602.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_074602.wav,CCMNP-S-R1_20250515_074602,ccmnp-s-r1_20250515_074602,50,58.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R1_20250515_074802,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_074802.wav,CCMNP-S-R1_20250515_074802:50.000-58.000,50,58.0,present,1,0.902365983,CCMNP-S-R1,20250515_074802,2025-08-16T02:03:41,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R1_20250515_074802.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_074802.wav,CCMNP-S-R1_20250515_074802,ccmnp-s-r1_20250515_074802,50,58.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R1_20250515_074902,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_074902.wav,CCMNP-S-R1_20250515_074902:50.000-58.000,50,58.0,present,1,0.807781041,CCMNP-S-R1,20250515_074902,2025-08-16T02:03:42,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R1_20250515_074902.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_074902.wav,CCMNP-S-R1_20250515_074902,ccmnp-s-r1_20250515_074902,50,58.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R1_20250515_075102,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_075102.wav,CCMNP-S-R1_20250515_075102:0.000-10.000,0,10.0,present,1,0.731906712,CCMNP-S-R1,20250515_075102,2025-08-16T02:03:49,0,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R1_20250515_075102.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_075102.wav,CCMNP-S-R1_20250515_075102,ccmnp-s-r1_20250515_075102,0,10.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R1_20250515_075302,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_075302.wav,CCMNP-S-R1_20250515_075302:50.000-58.000,50,58.0,present,1,0.827435017,CCMNP-S-R1,20250515_075302,2025-08-16T02:03:51,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R1_20250515_075302.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_075302.wav,CCMNP-S-R1_20250515_075302,ccmnp-s-r1_20250515_075302,50,58.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R1_20250515_075402,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_075402.wav,CCMNP-S-R1_20250515_075402:0.000-10.000,0,10.0,present,1,0.647015154,CCMNP-S-R1,20250515_075402,2025-08-16T02:03:52,0,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R1_20250515_075402.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_075402.wav,CCMNP-S-R1_20250515_075402,ccmnp-s-r1_20250515_075402,0,10.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R1_20250515_075502,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_075502.wav,CCMNP-S-R1_20250515_075502:50.000-58.000,50,58.0,present,1,0.848916471,CCMNP-S-R1,20250515_075502,2025-08-16T02:03:53,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R1_20250515_075502.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_075502.wav,CCMNP-S-R1_20250515_075502,ccmnp-s-r1_20250515_075502,50,58.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R1_20250515_084802,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_084802.wav,CCMNP-S-R1_20250515_084802:50.000-58.000,50,58.0,present,1,0.908216894,CCMNP-S-R1,20250515_084802,2025-08-16T02:19:50,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R1_20250515_084802.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_084802.wav,CCMNP-S-R1_20250515_084802,ccmnp-s-r1_20250515_084802,50,58.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R1_20250515_085302,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_085302.wav,CCMNP-S-R1_20250515_085302:10.000-20.000,10,20.0,present,1,0.959715664,CCMNP-S-R1,20250515_085302,2025-08-16T02:19:59,1,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R1_20250515_085302.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_085302.wav,CCMNP-S-R1_20250515_085302,ccmnp-s-r1_20250515_085302,10,20.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R1_20250515_085402,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_085402.wav,CCMNP-S-R1_20250515_085402:50.000-58.000,50,58.0,present,1,0.985811472,CCMNP-S-R1,20250515_085402,2025-08-16T02:20:34,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R1_20250515_085402.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_085402.wav,CCMNP-S-R1_20250515_085402,ccmnp-s-r1_20250515_085402,50,58.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R1_20250515_090202,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_090202.wav,CCMNP-S-R1_20250515_090202:0.000-10.000,0,10.0,present,1,0.845164061,CCMNP-S-R1,20250515_090202,2025-08-16T02:20:42,0,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R1_20250515_090202.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_090202.wav,CCMNP-S-R1_20250515_090202,ccmnp-s-r1_20250515_090202,0,10.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R1_20250515_090402,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_090402.wav,CCMNP-S-R1_20250515_090402:40.000-50.000,40,50.0,present,1,0.699123383,CCMNP-S-R1,20250515_090402,2025-08-16T02:20:43,4,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R1_20250515_090402.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_090402.wav,CCMNP-S-R1_20250515_090402,ccmnp-s-r1_20250515_090402,40,50.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R1_20250515_090402,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_090402.wav,CCMNP-S-R1_20250515_090402:50.000-58.000,50,58.0,present,1,0.840528011,CCMNP-S-R1,20250515_090402,2025-08-16T02:20:43,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R1_20250515_090402.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_090402.wav,CCMNP-S-R1_20250515_090402,ccmnp-s-r1_20250515_090402,50,58.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R1_20250515_091702,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_091702.wav,CCMNP-S-R1_20250515_091702:0.000-10.000,0,10.0,present,1,0.900445342,CCMNP-S-R1,20250515_091702,2025-08-16T02:26:57,0,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R1_20250515_091702.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_091702.wav,CCMNP-S-R1_20250515_091702,ccmnp-s-r1_20250515_091702,0,10.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R1_20250515_091702,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_091702.wav,CCMNP-S-R1_20250515_091702:50.000-58.000,50,58.0,present,1,0.765675247,CCMNP-S-R1,20250515_091702,2025-08-16T02:26:57,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R1_20250515_091702.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_091702.wav,CCMNP-S-R1_20250515_091702,ccmnp-s-r1_20250515_091702,50,58.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R1_20250515_092002,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_092002.wav,CCMNP-S-R1_20250515_092002:20.000-30.000,20,30.0,present,1,0.701408565,CCMNP-S-R1,20250515_092002,2025-08-16T02:26:57,2,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R1_20250515_092002.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_092002.wav,CCMNP-S-R1_20250515_092002,ccmnp-s-r1_20250515_092002,20,30.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R1_20250515_092102,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_092102.wav,CCMNP-S-R1_20250515_092102:50.000-58.000,50,58.0,present,1,0.820448458,CCMNP-S-R1,20250515_092102,2025-08-16T02:26:57,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R1_20250515_092102.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_092102.wav,CCMNP-S-R1_20250515_092102,ccmnp-s-r1_20250515_092102,50,58.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R1_20250515_092302,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_092302.wav,CCMNP-S-R1_20250515_092302:0.000-10.000,0,10.0,present,1,0.896970093,CCMNP-S-R1,20250515_092302,2025-08-16T02:26:57,0,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R1_20250515_092302.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_092302.wav,CCMNP-S-R1_20250515_092302,ccmnp-s-r1_20250515_092302,0,10.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R1_20250515_092402,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_092402.wav,CCMNP-S-R1_20250515_092402:50.000-58.000,50,58.0,present,1,0.955863118,CCMNP-S-R1,20250515_092402,2025-08-16T02:26:57,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R1_20250515_092402.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_092402.wav,CCMNP-S-R1_20250515_092402,ccmnp-s-r1_20250515_092402,50,58.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R1_20250515_092802,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_092802.wav,CCMNP-S-R1_20250515_092802:50.000-58.000,50,58.0,present,1,0.813832581,CCMNP-S-R1,20250515_092802,2025-08-16T02:28:46,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R1_20250515_092802.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_092802.wav,CCMNP-S-R1_20250515_092802,ccmnp-s-r1_20250515_092802,50,58.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R1_20250515_094302,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_094302.wav,CCMNP-S-R1_20250515_094302:20.000-30.000,20,30.0,present,1,0.759177804,CCMNP-S-R1,20250515_094302,2025-08-16T02:29:55,2,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R1_20250515_094302.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R1_20250515_094302.wav,CCMNP-S-R1_20250515_094302,ccmnp-s-r1_20250515_094302,20,30.0,1,1,present,1,present,,,,,,,0,,,
